공원명,공원주소,관리부서,시도,위치,자치구명,자치구명 (자치구별 데이터.Csv),지역,1인당 배출량,Latitude,Longitude,X좌표(Wgs84),Y좌표(Wgs84),가로쓰레기통 개수,공원 개수,기간,기타,매립,면적,면적 (자치구별 데이터.Csv),면적당 배출량,미세먼지(㎍/㎥),배출량(C),소각,아황산가스(Ppm),오존(Ppm),이산화질소(Ppm),인구,일산화탄소(Ppm),재활용,초미세먼지(㎍/㎥)
응봉공원,서울특별시 성동구 금호동1가 산1-72,성동구청 공원녹지과,서울특별시,서울특별시 중구 신당동 종점떡볶이 앞 버스정류장,중구,중구,성동구,0.01075699,37.559973,127.018296,127.0217653,37.5572281,360,2,2020,0.1,60.2,80309,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
숭인근린공원,서울특별시 종로구 숭인동 58,종로구청 공원녹지과,서울특별시,서울특별시 중구 광희동로터리 횡단보도,중구,중구,종로구,0.01075699,37.57558,127.02271,127.0178267,37.5764419,360,2,2020,0.1,60.2,45615,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
훈련원근린공원,서울특별시 중구 을지로 227,중구청 공원녹지과,서울특별시,서울특별시 중구 DDP 버스정류장 앞,중구,중구,중구,0.01075699,37.567762,127.009133,127.0038188,37.5675245,360,2,2020,0.1,60.2,16734.6,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
문화비축기지,서울특별시 마포구 증산로 87,문화비축기지,서울특별시,서울특별시 마포구 월드컵공원 입구 버스정류장(14-115 ),마포구,마포구,마포구,0.005128976,37.568674,126.89261,126.8932455,37.57171848,274,5,2020,0.2,71.8,140022,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
훈련원근린공원,서울특별시 중구 을지로 227,중구청 공원녹지과,서울특별시,서울특별시 중구 DDP 건너편 버스정류장,중구,중구,중구,0.01075699,37.567762,127.009133,127.0038188,37.5675245,360,2,2020,0.1,60.2,16734.6,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
문화비축기지,서울특별시 마포구 증산로 87,문화비축기지,서울특별시,서울특별시 마포구 문화비축기지 입구,마포구,마포구,마포구,0.005128976,37.5709869,126.894132,126.8932455,37.57171848,274,5,2020,0.2,71.8,140022,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
상암근린공원,서울특별시 마포구 상암동 1761,마포구청 공원녹지과,서울특별시,서울특별시 마포구 월드컵북로361 이안건물 앞 (14-287 버스정류장),마포구,마포구,마포구,0.005128976,37.5770922,126.8913759,126.8859012,37.5760106,274,5,2020,0.2,71.8,160349.3,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
응봉공원,서울특별시 성동구 금호동1가 산1-72,성동구청 공원녹지과,서울특별시,서울특별시 중구 신당동 피쉬고고앞 버스정류장,중구,중구,성동구,0.01075699,37.559973,127.018296,127.0217653,37.5572281,360,2,2020,0.1,60.2,80309,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
훈련원근린공원,서울특별시 중구 을지로 227,중구청 공원녹지과,서울특별시,서울특별시 중구 엠버서더 호텔 옆 횡단보도,중구,중구,중구,0.01075699,37.5661587,127.0042591,127.0038188,37.5675245,360,2,2020,0.1,60.2,16734.6,9.96,147.4096386,36,1468.2,139.9,0.003,0.024,0.024,136488,0.5,1268,23
손기정체육공원,서울특별시 중구 손기정로 101,중구청 공원녹지과,서울특별시,서울특별시 용산구 소화아동병원앞(택시정류장),용산구,용산구,중구,0.004652813,37.5537029,126.9686375,126.9652702,37.5560189,267,2,2020,9.1,48.5,29682.2,21.87,52.16278006,36,1140.8,73.6,0.003,0.022,0.02,245185,0.5,1009.6,20
상암근린공원,서울특별시 마포구 상암동 1761,마포구청 공원녹지과,서울특별시,서울특별시 마포구 월드컵북로 월드컵5단지 앞(14-289) 버스정류장,마포구,마포구,마포구,0.005128976,37.580384,126.886493,126.8859012,37.5760106,274,5,2020,0.2,71.8,160349.3,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
문화비축기지,서울특별시 마포구 증산로 87,문화비축기지,서울특별시,서울특별시 마포구 월드컵북로 하이마트 교통섬앞 (법화사),마포구,마포구,마포구,0.005128976,37.572977,126.8975328,126.8932455,37.57171848,274,5,2020,0.2,71.8,140022,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
용두근린공원,서울특별시 동대문구 용두동 34-1번지 일대,동대문구 공원녹지과,서울특별시,서울특별시 용산구 두산위브아파트앞 횡단보도,용산구,용산구,동대문구,0.004652813,37.5734532,127.0361027,127.0390042,37.5732791,267,2,2020,9.1,48.5,17182,21.87,52.16278006,36,1140.8,73.6,0.003,0.022,0.02,245185,0.5,1009.6,20
용산가족공원,서울특별시 용산구 서빙고로 185,중부공원녹지사업소,서울특별시,서울특별시 용산구 온누리교회앞 버스정류장(03-728),용산구,용산구,용산구,0.004652813,37.5181836,126.985138,126.983335,37.522226,267,2,2020,9.1,48.5,75900,21.87,52.16278006,36,1140.8,73.6,0.003,0.022,0.02,245185,0.5,1009.6,20
상암근린공원,서울특별시 마포구 상암동 1761,마포구청 공원녹지과,서울특별시,서울특별시 마포구 매봉산로45 (KBS미디어센터 마을15번 버스정류장 14-951),마포구,마포구,마포구,0.005128976,37.5763934,126.8909115,126.8859012,37.5760106,274,5,2020,0.2,71.8,160349.3,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
용산가족공원,서울특별시 용산구 서빙고로 185,중부공원녹지사업소,서울특별시,서울특별시 용산구 국립중앙박물관 정문앞 횡단보도,용산구,용산구,용산구,0.004652813,37.5238506,126.9804702,126.983335,37.522226,267,2,2020,9.1,48.5,75900,21.87,52.16278006,36,1140.8,73.6,0.003,0.022,0.02,245185,0.5,1009.6,20
용산가족공원,서울특별시 용산구 서빙고로 185,중부공원녹지사업소,서울특별시,서울특별시 용산구 국립중앙박물관 버스정류장(가족공원쪽)(03-266),용산구,용산구,용산구,0.004652813,37.5238506,126.9804702,126.983335,37.522226,267,2,2020,9.1,48.5,75900,21.87,52.16278006,36,1140.8,73.6,0.003,0.022,0.02,245185,0.5,1009.6,20
상암근린공원,서울특별시 마포구 상암동 1761,마포구청 공원녹지과,서울특별시,서울특별시 마포구 매봉산로45 (KBS미디어센터 주차장 출입구 우측),마포구,마포구,마포구,0.005128976,37.5763934,126.8909115,126.8859012,37.5760106,274,5,2020,0.2,71.8,160349.3,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
손기정체육공원,서울특별시 중구 손기정로 101,중구청 공원녹지과,서울특별시,"서울특별시 용산구 서울역공항철도15번출구,국립극단버스정류장(03-345)",용산구,용산구,중구,0.004652813,37.553083,126.968872,126.9652702,37.5560189,267,2,2020,9.1,48.5,29682.2,21.87,52.16278006,36,1140.8,73.6,0.003,0.022,0.02,245185,0.5,1009.6,20
효창근린공원,서울특별시 용산구 효창원로 177-18,용산구청 공원녹지과,서울특별시,"서울특별시 용산구 숙명여대(갈월동방면) 중앙버스정류장(도심,03-009)",용산구,용산구,용산구,0.004652813,37.546475,126.9646916,126.95993,37.545234,267,2,2020,9.1,48.5,171294.1,21.87,52.16278006,36,1140.8,73.6,0.003,0.022,0.02,245185,0.5,1009.6,20
상암근린공원,서울특별시 마포구 상암동 1761,마포구청 공원녹지과,서울특별시,서울특별시 마포구 월드컵파크 3단지 난지천공원 버스정류장 (14-108),마포구,마포구,마포구,0.005128976,37.5728658,126.8896446,126.8859012,37.5760106,274,5,2020,0.2,71.8,160349.3,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
효창근린공원,서울특별시 용산구 효창원로 177-18,용산구청 공원녹지과,서울특별시,"서울특별시 용산구 숙명여대(삼각지역방면) 중앙버스정류장(외곽,03-010)",용산구,용산구,용산구,0.004652813,37.546475,126.9646916,126.95993,37.545234,267,2,2020,9.1,48.5,171294.1,21.87,52.16278006,36,1140.8,73.6,0.003,0.022,0.02,245185,0.5,1009.6,20
문화비축기지,서울특별시 마포구 증산로 87,문화비축기지,서울특별시,서울특별시 마포구 월드컵파크 3단지 난지천공원 버스정류장 (14-108),마포구,마포구,마포구,0.005128976,37.5728658,126.8896446,126.8932455,37.57171848,274,5,2020,0.2,71.8,140022,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
남산도시자연공원,서울특별시 중구 삼일대로 231(예장동),서울특별시중부푸른도시사업소,서울특별시,서울특별시 용산구 이태원주공아파트 담벽인도 남산공원이정표앞,용산구,용산구,중구,0.004652813,37.5509895,126.9908991,126.9903773,37.5501402,267,2,2020,9.1,48.5,2896887,21.87,52.16278006,36,1140.8,73.6,0.003,0.022,0.02,245185,0.5,1009.6,20
효창근린공원,서울특별시 용산구 효창원로 177-18,용산구청 공원녹지과,서울특별시,서울특별시 용산구 금양초등학교앞횡단보도,용산구,용산구,용산구,0.004652813,37.541299,126.96194,126.95993,37.545234,267,2,2020,9.1,48.5,171294.1,21.87,52.16278006,36,1140.8,73.6,0.003,0.022,0.02,245185,0.5,1009.6,20
효창근린공원,서울특별시 용산구 효창원로 177-18,용산구청 공원녹지과,서울특별시,서울특별시 용산구 국민은행효창동지점(숙명여대정문방면)버스정류장(03240),용산구,용산구,용산구,0.004652813,37.545149,126.964274,126.95993,37.545234,267,2,2020,9.1,48.5,171294.1,21.87,52.16278006,36,1140.8,73.6,0.003,0.022,0.02,245185,0.5,1009.6,20
문화비축기지,서울특별시 마포구 증산로 87,문화비축기지,서울특별시,서울특별시 마포구 월드컵파크 2단지 버스정류장 (14-117),마포구,마포구,마포구,0.005128976,37.5748656,126.89145,126.8932455,37.57171848,274,5,2020,0.2,71.8,140022,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
금호근린공원,서울특별시 성동구 장터1길 18,성동구청 공원녹지과,서울특별시,서울특별시 성동구 성동구 금호동4가 559,성동구,성동구,성동구,0.007059379,37.548016,127.022123,127.0189457,37.5494726,172,5,2020,299.7,319.3,13467,16.86,129.371293,34,2181.2,120.1,0.003,0.03,0.017,308979,0.4,1442.1,19
문화비축기지,서울특별시 마포구 증산로 87,문화비축기지,서울특별시,서울특별시 마포구 난지천공원 주차장입구 (14-332 버스정류장),마포구,마포구,마포구,0.005128976,37.5681347,126.8919541,126.8932455,37.57171848,274,5,2020,0.2,71.8,140022,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
상암근린공원,서울특별시 마포구 상암동 1761,마포구청 공원녹지과,서울특별시,서울특별시 마포구 월드컵파크2단지 (14-118)버스정류장앞,마포구,마포구,마포구,0.005128976,37.57531,126.890248,126.8859012,37.5760106,274,5,2020,0.2,71.8,160349.3,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
금호근린공원,서울특별시 성동구 장터1길 18,성동구청 공원녹지과,서울특별시,서울특별시 성동구 성동구 금호동4가 1109,성동구,성동구,성동구,0.007059379,37.5481354,127.0209795,127.0189457,37.5494726,172,5,2020,299.7,319.3,13467,16.86,129.371293,34,2181.2,120.1,0.003,0.03,0.017,308979,0.4,1442.1,19
달맞이근린공원,서울특별시 성동구 옥수동 산1-1,성동구청 공원녹지과,서울특별시,서울특별시 성동구 성동구 금호동 4가 340,성동구,성동구,성동구,0.007059379,37.5446984,127.0223406,127.0212054,37.543564,172,5,2020,299.7,319.3,46871,16.86,129.371293,34,2181.2,120.1,0.003,0.03,0.017,308979,0.4,1442.1,19
문화비축기지,서울특별시 마포구 증산로 87,문화비축기지,서울특별시,서울특별시 마포구 월드컵파크2단지 (14-118)버스정류장앞,마포구,마포구,마포구,0.005128976,37.57531,126.890248,126.8932455,37.57171848,274,5,2020,0.2,71.8,140022,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
서울숲,서울특별시 성동구 뚝섬로 273 (성수동1가),서울숲 관리사무소,서울특별시,서울특별시 성동구 성동구 성수동1가 656-335,성동구,성동구,성동구,0.007059379,37.5418544,127.044989,127.0417982,37.5430717,172,5,2020,299.7,319.3,480994,16.86,129.371293,34,2181.2,120.1,0.003,0.03,0.017,308979,0.4,1442.1,19
서울숲,서울특별시 성동구 뚝섬로 273 (성수동1가),서울숲 관리사무소,서울특별시,서울특별시 성동구 성동구 성수동1가 685-701,성동구,성동구,성동구,0.007059379,37.5429305,127.0433514,127.0417982,37.5430717,172,5,2020,299.7,319.3,480994,16.86,129.371293,34,2181.2,120.1,0.003,0.03,0.017,308979,0.4,1442.1,19
문화비축기지,서울특별시 마포구 증산로 87,문화비축기지,서울특별시,서울특별시 마포구 상암휴먼시아아파트 버스정류장(14-165),마포구,마포구,마포구,0.005128976,37.5747824,126.897255,126.8932455,37.57171848,274,5,2020,0.2,71.8,140022,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
서울숲,서울특별시 성동구 뚝섬로 273 (성수동1가),서울숲 관리사무소,서울특별시,서울특별시 성동구 성동구 성수동1가 685-580,성동구,성동구,성동구,0.007059379,37.5462824,127.0443475,127.0417982,37.5430717,172,5,2020,299.7,319.3,480994,16.86,129.371293,34,2181.2,120.1,0.003,0.03,0.017,308979,0.4,1442.1,19
상암근린공원,서울특별시 마포구 상암동 1761,마포구청 공원녹지과,서울특별시,서울특별시 마포구 월드컵북로 누리꿈 (14-307)버스정류장,마포구,마포구,마포구,0.005128976,37.579203,126.889296,126.8859012,37.5760106,274,5,2020,0.2,71.8,160349.3,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
성수근린공원,서울특별시 성동구 성수2가 3동 302-25,성동구청 공원녹지과,서울특별시,서울특별시 성동구 성동구 성수동2가 315-1,성동구,성동구,성동구,0.007059379,37.5440067,127.0566082,127.0524023,37.5448144,172,5,2020,299.7,319.3,5197.7,16.86,129.371293,34,2181.2,120.1,0.003,0.03,0.017,308979,0.4,1442.1,19
상암근린공원,서울특별시 마포구 상암동 1761,마포구청 공원녹지과,서울특별시,서울특별시 마포구 월드컵파크 4단지 후문(14-306),마포구,마포구,마포구,0.005128976,37.5775596,126.8887835,126.8859012,37.5760106,274,5,2020,0.2,71.8,160349.3,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
성수근린공원,서울특별시 성동구 성수2가 3동 302-25,성동구청 공원녹지과,서울특별시,서울특별시 성동구 성동구 성수동2가 300-5,성동구,성동구,성동구,0.007059379,37.5451586,127.055075,127.0524023,37.5448144,172,5,2020,299.7,319.3,5197.7,16.86,129.371293,34,2181.2,120.1,0.003,0.03,0.017,308979,0.4,1442.1,19
상암근린공원,서울특별시 마포구 상암동 1761,마포구청 공원녹지과,서울특별시,서울특별시 마포구 JTBC앞(14-295)월드컵파크 4단지 후문 정류장,마포구,마포구,마포구,0.005128976,37.577528,126.889887,126.8859012,37.5760106,274,5,2020,0.2,71.8,160349.3,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
용두근린공원,서울특별시 동대문구 용두동 34-1번지 일대,동대문구 공원녹지과,서울특별시,서울특별시 성동구 마장동 521-10,성동구,성동구,동대문구,0.007059379,37.5697415,127.0378637,127.0390042,37.5732791,172,5,2020,299.7,319.3,17182,16.86,129.371293,34,2181.2,120.1,0.003,0.03,0.017,308979,0.4,1442.1,19
용두근린공원,서울특별시 동대문구 용두동 34-1번지 일대,동대문구 공원녹지과,서울특별시,서울특별시 성동구 마장동 474-25,성동구,성동구,동대문구,0.007059379,37.5702023,127.0373619,127.0390042,37.5732791,172,5,2020,299.7,319.3,17182,16.86,129.371293,34,2181.2,120.1,0.003,0.03,0.017,308979,0.4,1442.1,19
응봉공원,서울특별시 성동구 금호동1가 산1-72,성동구청 공원녹지과,서울특별시,서울특별시 성동구 금호동1가 632,성동구,성동구,성동구,0.007059379,37.5542479,127.0257504,127.0217653,37.5572281,172,5,2020,299.7,319.3,80309,16.86,129.371293,34,2181.2,120.1,0.003,0.03,0.017,308979,0.4,1442.1,19
응봉공원,서울특별시 성동구 금호동1가 산1-72,성동구청 공원녹지과,서울특별시,서울특별시 성동구 금호동1가 122,성동구,성동구,성동구,0.007059379,37.55494,127.020216,127.0217653,37.5572281,172,5,2020,299.7,319.3,80309,16.86,129.371293,34,2181.2,120.1,0.003,0.03,0.017,308979,0.4,1442.1,19
상암근린공원,서울특별시 마포구 상암동 1761,마포구청 공원녹지과,서울특별시,서울특별시 마포구 상암동 426,마포구,마포구,마포구,0.005128976,37.5785476,126.8813769,126.8859012,37.5760106,274,5,2020,0.2,71.8,160349.3,23.85,82.99371069,34,1979.4,154,0.003,0.027,0.022,385925,0.5,1753.4,22
