위치,자치구명,공원명,미세먼지(㎍/㎥),배출량(C),재활용
서울특별시 종로구 창덕궁소극장앞,종로구,0,36,882,735.3
서울특별시 강서구 하이웨이주유소16-106,강서구,0,38,2949.5,2213.8
서울특별시 영등포구 영보빌딩 앞 횡단보도,영등포구,0,34,2556.1,2377.5
서울특별시 금천구 가산디지털1로 171,금천구,0,35,1936.9,1798.5
서울특별시 양천구 신월4동 이종찬정형외과앞,양천구,0,39,1107.7,923.9
서울특별시 구로구 디지털로27길45,구로구,0,37,1333.4,1111.4
서울특별시 관악구 관악로 196,관악구,0,35,1666.5,1533.2
서울특별시 강서구 염창동새마을금고 버스정류장(16-248),강서구,0,38,2949.5,2213.8
서울특별시 구로구 시흥대로 571,구로구,0,37,1333.4,1111.4
서울특별시 강동구 올림픽로528 (성내동451 농협중앙회 앞),강동구,0,37,4555.5,4356.1
서울특별시 강북구 삼성화재 앞,강북구,0,32,851,772.1
서울특별시 강남구 개포동 650 구룡중학교 앞,강남구,0,32,3718,3059.5
서울특별시 서대문구 남가좌2동 증가로191 (13232),서대문구,0,32,1604.9,1490.7
서울특별시 마포구 월드컵북로 상암고등학교앞 (14-291) 버스정류장,마포구,0,34,1979.4,1753.4
서울특별시 도봉구 신도봉교 옆,도봉구,0,35,805.8,624.4
서울특별시 서대문구 명물길41,서대문구,0,32,1604.9,1490.7
서울특별시 성북구 정릉스카이 쌍용아파트 앞,성북구,0,34,1354.6,1247.6
서울특별시 용산구 해밀턴호텔 버스정류장(03-190),용산구,0,36,1140.8,1009.6
서울특별시 은평구 은평로248 녹번역 3번출구,은평구,0,38,2311.2,2146.4
"서울특별시 중구 시청, 덕수궁 앞 버스정류장",중구,0,36,1468.2,1268
서울특별시 용산구 용산꿈나무종합타원(용산경찰서방면)버스정류장(03346),용산구,0,36,1140.8,1009.6
서울특별시 구로구 시흥대로 563,구로구,0,37,1333.4,1111.4
서울특별시 강남구 하이츠파크,강남구,1,32,3718,3059.5
서울특별시 동대문구 휘경로 9,동대문구,0,33,1367.2,1234.7
서울특별시 서대문구 신촌동 신촌로183(이대역4번출구),서대문구,0,32,1604.9,1490.7
서울특별시 강북구 솔샘로264 비발디 PC방 앞,강북구,0,32,851,772.1
서울특별시 강서구 화곡역에이스정형외과16-147,강서구,0,38,2949.5,2213.8
서울특별시 강서구 엠벨리15단지 버스정류장 앞16-428,강서구,0,38,2949.5,2213.8
서울특별시 강남구 대치동 1020,강남구,0,32,3718,3059.5
서울특별시 광진구 광진경찰서 앞,광진구,0,33,1379.4,1290.4
서울특별시 강남구 역삼동 785-15,강남구,1,32,3718,3059.5
서울특별시 강남구 보건소,강남구,0,32,3718,3059.5
서울특별시 노원구 화랑대역2번출구,노원구,0,36,1591.5,1366.8
서울특별시 양천구 신월4동 현대자동차건너 정류장,양천구,0,39,1107.7,923.9
서울특별시 강북구 월계로17 이웃사랑치과 앞,강북구,0,32,851,772.1
서울특별시 구로구 공원로6길,구로구,0,37,1333.4,1111.4
서울특별시 강서구 강서구청앞2,강서구,0,38,2949.5,2213.8
서울특별시 송파구 가락동 96-24 비석공원 앞,송파구,0,34,2353.1,2041.2
서울특별시 서초구 양재역 7~8번 출구(IBK기업은행 앞),서초구,0,39,3801.7,3566.8
서울특별시 서초구 서울고등학교 건너편,서초구,0,39,3801.7,3566.8
"서울특별시 마포구 서강초등학교 14-670, 14-126 버스정류장 앞",마포구,1,34,1979.4,1753.4
서울특별시 성동구 응봉동 101,성동구,0,34,2181.2,1442.1
서울특별시 강남구 강남에스엠여성의원,강남구,0,32,3718,3059.5
서울특별시 중구 청계천 모전교 옆,중구,0,36,1468.2,1268
서울특별시 강북구 화계역 2번출구 앞,강북구,0,32,851,772.1
서울특별시 구로구 오리로1286,구로구,0,37,1333.4,1111.4
서울특별시 강서구 송정역(중)(16-015),강서구,0,38,2949.5,2213.8
서울특별시 관악구 남부순환로 1814,관악구,0,35,1666.5,1533.2
서울특별시 양천구 서남병원앞 버스정류장,양천구,0,39,1107.7,923.9
서울특별시 강서구 강서소방서.이마트.증미역(16256),강서구,1,38,2949.5,2213.8
서울특별시 강서구 하이웨이주유소건너,강서구,0,38,2949.5,2213.8
서울특별시 도봉구 신방학중학교 건너편,도봉구,1,35,805.8,624.4
서울특별시 강동구 로데오거리,강동구,0,37,4555.5,4356.1
서울특별시 서초구 교대역 11번 출구 앞,서초구,0,39,3801.7,3566.8
서울특별시 중구 을지로입구 하나은행 앞,중구,0,36,1468.2,1268
서울특별시 송파구 보성중고교 버스정류장 주변,송파구,0,34,2353.1,2041.2
서울특별시 강남구 도곡동 180-13,강남구,1,32,3718,3059.5
서울특별시 송파구 종합운동장역,송파구,1,34,2353.1,2041.2
서울특별시 강동구 고덕로276 (명일동46-4 이마트 앞),강동구,0,37,4555.5,4356.1
서울특별시 구로구 개봉로23가길 30,구로구,0,37,1333.4,1111.4
서울특별시 용산구 온누리교회앞 버스정류장(03-728),용산구,1,36,1140.8,1009.6
서울특별시 강남구 수서동 수서동익아파트,강남구,1,32,3718,3059.5
서울특별시 성동구 성동구 성수동2가 299-239,성동구,0,34,2181.2,1442.1
서울특별시 광진구 구의공원 앞 횡단보도,광진구,0,33,1379.4,1290.4
서울특별시 노원구 공릉1동 공릉역 1번 출구,노원구,1,36,1591.5,1366.8
서울특별시 서대문구 홍은2동 가좌로 142,서대문구,0,32,1604.9,1490.7
서울특별시 금천구 시흥대로 440,금천구,0,35,1936.9,1798.5
서울특별시 영등포구 여의도공원 버스정류장(19-138),영등포구,0,34,2556.1,2377.5
서울특별시 용산구 삼각지역11번출구 버스정류장(03-328남영역방면)(용산역파출소옆),용산구,0,36,1140.8,1009.6
서울특별시 강서구 마곡역 버스정류장(16-018),강서구,0,38,2949.5,2213.8
서울특별시 마포구 홍익로 11 프리스비 앞,마포구,0,34,1979.4,1753.4
서울특별시 강남구 웨딩타운,강남구,0,32,3718,3059.5
서울특별시 구로구 도림로6,구로구,0,37,1333.4,1111.4
서울특별시 중구 퇴계로 235(자이아파트),중구,0,36,1468.2,1268
서울특별시 마포구 백범로11 신촌로터리 버스정류장(14-169),마포구,0,34,1979.4,1753.4
서울특별시 강남구 백신빌딩,강남구,1,32,3718,3059.5
서울특별시 광진구 용마초 버스정류장(하행),광진구,0,33,1379.4,1290.4
"서울특별시 용산구 이태원동남산대림아파트,용산동아파트(114공인중개사사무소앞) 버스정류장(03-149)",용산구,0,36,1140.8,1009.6
서울특별시 광진구 SC제일은행 정류장,광진구,0,33,1379.4,1290.4
서울특별시 동대문구 종암로 2,동대문구,0,33,1367.2,1234.7
서울특별시 은평구 가좌로 315 화이트이든㈜ 앞,은평구,1,38,2311.2,2146.4
서울특별시 광진구 대공원역 1번출구 앞,광진구,0,33,1379.4,1290.4
서울특별시 종로구 한미귀금속앞,종로구,1,36,882,735.3
서울특별시 서대문구 가좌로 143 (13220),서대문구,0,32,1604.9,1490.7
"서울특별시 영등포구 영일시장,록스 버스정류장(19-588)",영등포구,0,34,2556.1,2377.5
서울특별시 송파구 리센츠(아) 201동 앞 주변,송파구,0,34,2353.1,2041.2
서울특별시 구로구 개봉로67,구로구,0,37,1333.4,1111.4
서울특별시 동대문구 이문로 186,동대문구,0,33,1367.2,1234.7
서울특별시 송파구 잠실역 8번 출구,송파구,0,34,2353.1,2041.2
서울특별시 도봉구 서울북부지방법원,도봉구,0,35,805.8,624.4
서울특별시 동대문구 전농로 64-1,동대문구,0,33,1367.2,1234.7
서울특별시 구로구 경인로 203,구로구,0,37,1333.4,1111.4
서울특별시 구로구 디지털로32나길 38,구로구,0,37,1333.4,1111.4
서울특별시 강남구 청담역4번 출구,강남구,0,32,3718,3059.5
서울특별시 송파구 잠실역.롯데월드 버스정류장,송파구,0,34,2353.1,2041.2
서울특별시 강동구 올림픽로651 (천호동431-4 현대자동차 앞),강동구,0,37,4555.5,4356.1
서울특별시 은평구 증산역 2번 출구 앞,은평구,0,38,2311.2,2146.4
서울특별시 양천구 신정4동 우리은행앞,양천구,0,39,1107.7,923.9
서울특별시 성북구 안암로105. 우신향병원 앞 버스정류장 (08-157),성북구,0,34,1354.6,1247.6
서울특별시 성동구 105,성동구,0,34,2181.2,1442.1
서울특별시 동작구 노들역 9호선 3번출구앞,동작구,1,40,1514.3,1410.9
서울특별시 서대문구 남가좌2동 거북골로59 맞은편(13193),서대문구,0,32,1604.9,1490.7
서울특별시 동작구 (올리브영 앞),동작구,0,40,1514.3,1410.9
서울특별시 관악구 은천로 114,관악구,0,35,1666.5,1533.2
서울특별시 관악구 신림로 78,관악구,0,35,1666.5,1533.2
서울특별시 노원구 상계주공10단지,노원구,0,36,1591.5,1366.8
서울특별시 강남구 못골마을,강남구,0,32,3718,3059.5
서울특별시 서대문구 홍제3동 세검정로89,서대문구,0,32,1604.9,1490.7
서울특별시 성동구 옥수동262-12,성동구,0,34,2181.2,1442.1
서울특별시 송파구 천호동방향 중앙차로 버스정류장 (일반),송파구,0,34,2353.1,2041.2
서울특별시 관악구 신림동길 8,관악구,0,35,1666.5,1533.2
서울특별시 동작구 우성아파트정류장(ID:20-927),동작구,0,40,1514.3,1410.9
서울특별시 마포구 월드컵북로 하이마트 교통섬앞 (법화사),마포구,1,34,1979.4,1753.4
"서울특별시 영등포구 경방타임스퀘어,신세계백화점 버스정류장(19-117)",영등포구,1,34,2556.1,2377.5
서울특별시 서대문구 이화여대길67,서대문구,0,32,1604.9,1490.7
서울특별시 마포구 아현역 버스정류장(14-622),마포구,0,34,1979.4,1753.4
서울특별시 강남구 아크로힐스,강남구,0,32,3718,3059.5
서울특별시 강남구 개포동 1218-21,강남구,0,32,3718,3059.5
서울특별시 서초구 방배역 1번 출구 뒤,서초구,0,39,3801.7,3566.8
서울특별시 강남구 대치동 우성아파트,강남구,0,32,3718,3059.5
서울특별시 용산구 미스전콜렉션앞,용산구,0,36,1140.8,1009.6
서울특별시 마포구 양화로 140 아리다움 앞,마포구,0,34,1979.4,1753.4
서울특별시 성동구 마장동 474-25,성동구,1,34,2181.2,1442.1
서울특별시 서대문구 이화여대길30,서대문구,0,32,1604.9,1490.7
서울특별시 강남구 삼성아파트 101동 앞,강남구,1,32,3718,3059.5
서울특별시 구로구 경인로281,구로구,0,37,1333.4,1111.4
서울특별시 마포구 양화로100 블랙야크 앞(서교동사거리)1,마포구,0,34,1979.4,1753.4
서울특별시 동대문구 회기로 119,동대문구,0,33,1367.2,1234.7
서울특별시 강남구 일원동 643-5,강남구,0,32,3718,3059.5
서울특별시 관악구 은천로 69,관악구,0,35,1666.5,1533.2
서울특별시 강서구 호서전문학교16-221,강서구,0,38,2949.5,2213.8
서울특별시 강남구 아트박스,강남구,0,32,3718,3059.5
서울특별시 성동구 452,성동구,0,34,2181.2,1442.1
서울특별시 은평구 연서로 푸르지오530동 앞,은평구,0,38,2311.2,2146.4
서울특별시 강남구 이글문구센터,강남구,0,32,3718,3059.5
서울특별시 강남구 아베뉴 주노,강남구,1,32,3718,3059.5
서울특별시 송파구 잠실역 6번 출구,송파구,0,34,2353.1,2041.2
서울특별시 성북구 돈암삼부아파트 104동 앞,성북구,0,34,1354.6,1247.6
서울특별시 도봉구 쌍문4동 현대아파트 108동 앞,도봉구,1,35,805.8,624.4
서울특별시 송파구 거여동 290 거여1단지(아) 버스정류장 주변,송파구,0,34,2353.1,2041.2
서울특별시 강동구 천호대로1239 (길동474 길동자이ⓐ),강동구,1,37,4555.5,4356.1
"서울특별시 용산구 국군재정관리단앞(이태원동남산대림아파트,용산동아파트방면) 버스정류장(03-152)",용산구,0,36,1140.8,1009.6
"서울특별시 은평구 진흥로101 연세공인중개사사무소앞
역촌동1번출구앞(역촌동)",은평구,0,38,2311.2,2146.4
서울특별시 은평구 은평로65 엘지휴대폰매장 앞,은평구,0,38,2311.2,2146.4
서울특별시 은평구 은평로 102로,은평구,0,38,2311.2,2146.4
서울특별시 금천구 가산로 99(가산동 주민센터),금천구,0,35,1936.9,1798.5
서울특별시 도봉구 하누소 앞,도봉구,1,35,805.8,624.4
서울특별시 은평구 응암역 3번출구 앞 버스정류장,은평구,0,38,2311.2,2146.4
서울특별시 도봉구 서울LPG충전소,도봉구,1,35,805.8,624.4
서울특별시 동대문구 신설동역,동대문구,0,33,1367.2,1234.7
서울특별시 강동구 상일로 물놀이장앞,강동구,0,37,4555.5,4356.1
서울특별시 성동구 고산자로281,성동구,0,34,2181.2,1442.1
서울특별시 구로구 경인로313,구로구,0,37,1333.4,1111.4
서울특별시 강북구 한천로1152,강북구,0,32,851,772.1
서울특별시 강남구 대치동 993-2,강남구,0,32,3718,3059.5
서울특별시 영등포구 우성ⓐ 5차 입구,영등포구,0,34,2556.1,2377.5
서울특별시 용산구 남영역 고려빌딩 앞 (우),용산구,0,36,1140.8,1009.6
서울특별시 구로구 구로동로 174,구로구,0,37,1333.4,1111.4
서울특별시 동대문구 전농동 사거리,동대문구,0,33,1367.2,1234.7
서울특별시 영등포구 당산역 1번 출구 앞,영등포구,0,34,2556.1,2377.5
서울특별시 강남구 NK타워,강남구,0,32,3718,3059.5
서울특별시 도봉구 도봉구의회 앞,도봉구,0,35,805.8,624.4
서울특별시 도봉구 열쇠가게 앞,도봉구,2,35,805.8,624.4
서울특별시 종로구 부암주민센타 버스정류장,종로구,0,36,882,735.3
서울특별시 구로구 경인로 196,구로구,0,37,1333.4,1111.4
서울특별시 강남구 금문도,강남구,0,32,3718,3059.5
서울특별시 강서구 화곡역에이스정형외과16-148,강서구,0,38,2949.5,2213.8
서울특별시 도봉구 방학3동 주민센터 맞은편,도봉구,1,35,805.8,624.4
서울특별시 구로구 가마산로203,구로구,0,37,1333.4,1111.4
서울특별시 서대문구 통일로341,서대문구,0,32,1604.9,1490.7
서울특별시 송파구 풍납동 299-1 앞 버스정류소 주변,송파구,0,34,2353.1,2041.2
서울특별시 동작구 에덴동산 앞(총신대 앞) ID20-174,동작구,0,40,1514.3,1410.9
서울특별시 강동구 천호대로1200 (둔촌동51 한보타운 앞),강동구,0,37,4555.5,4356.1
서울특별시 용산구 순천향 병원 진출로 옆 인도,용산구,0,36,1140.8,1009.6
서울특별시 강남구 대치동 쌍용아파트,강남구,0,32,3718,3059.5
서울특별시 은평구 은평뉴타운 우물골 253동 앞,은평구,0,38,2311.2,2146.4
서울특별시 구로구 가마산로 206,구로구,0,37,1333.4,1111.4
서울특별시 성동구 성동구 마장동 792,성동구,0,34,2181.2,1442.1
서울특별시 송파구 잠실역 5번 출구,송파구,0,34,2353.1,2041.2
서울특별시 성동구 성동구 용답동 62-2,성동구,0,34,2181.2,1442.1
서울특별시 광진구 용마산로 111 앞 횡단보도,광진구,0,33,1379.4,1290.4
서울특별시 용산구 용산역앞 광장,용산구,0,36,1140.8,1009.6
서울특별시 강남구 선릉역8번출구,강남구,0,32,3718,3059.5
서울특별시 도봉구 덕성여대후문,도봉구,1,35,805.8,624.4
서울특별시 강남구 로데오역 6번출구,강남구,0,32,3718,3059.5
서울특별시 동작구 컵밥거리,동작구,0,40,1514.3,1410.9
"서울특별시 마포구 신촌로 234앞 마을버스 정류장 (14-619),MG새마을금고",마포구,0,34,1979.4,1753.4
